date,place,country,order
2004-06-21,Koln,Germany,"Ordine di San Silvestro Papa"
2004-06-21,Koln,Germany,"Ordine di San Silvestro Papa"
2004-06-21,Koln,Germany,"Ordine di San Gregorio Magno"
2004-06-22,Westminster,"United Kingdom","Ordine di San Silvestro Papa"
2004-06-22,"Lviv dei Latini",Ukraine,"Ordine di San Gregorio Magno"
2004-06-22,"Lviv dei Latini",Ukraine,"Ordine di San Gregorio Magno"
2004-06-22,"Gran Bretagna","United Kingdom","Ordine di San Silvestro Papa"
2004-06-22,Westminster,"United Kingdom","Ordine di San Silvestro Papa"
2004-06-22,"Lviv dei Latini",Ukraine,"Ordine di San Gregorio Magno"
2004-06-22,"Gran Bretagna","United Kingdom","Ordine di San Silvestro Papa"
2004-06-22,"Gran Bretagna","United Kingdom","Ordine di San Silvestro Papa"
2004-06-22,"Gran Bretagna","United Kingdom","Ordine di San Silvestro Papa"
2004-06-22,"Lviv dei Latini",Ukraine,"Ordine di San Gregorio Magno"
2004-06-22,Westminster,"United Kingdom","Ordine di San Silvestro Papa"
2004-06-22,"Lviv dei Latini",Ukraine,"Ordine di San Gregorio Magno"
2004-06-22,"Gran Bretagna","United Kingdom","Ordine di San Silvestro Papa"
2004-06-22,"Lviv dei Latini",Ukraine,"Ordine di San Gregorio Magno"
2004-06-22,"Lviv dei Latini",Ukraine,"Ordine di San Gregorio Magno"
2004-06-22,"Lviv dei Latini",Ukraine,"Ordine di San Gregorio Magno"
2004-06-22,"Lviv dei Latini",Ukraine,"Ordine di San Gregorio Magno"
2004-06-23,Baltimore,"United States of America","Ordine di San Gregorio Magno"
2004-06-23,Baltimore,"United States of America","Ordine di San Gregorio Magno"
2004-06-23,Svizzera,Switzerland,"Ordine di San Gregorio Magno"
2004-06-23,Baltimore,"United States of America","Ordine di San Gregorio Magno"
2004-06-23,Baltimore,"United States of America","Ordine di San Gregorio Magno"
2004-06-23,Baltimore,"United States of America","Ordine di San Gregorio Magno"
2004-06-23,Baltimore,"United States of America","Ordine di San Gregorio Magno"
2004-06-23,Baltimore,"United States of America","Ordine di San Gregorio Magno"
2004-06-23,Baltimore,"United States of America","Ordine di San Gregorio Magno"
2004-06-23,"Russia Europea",Russia,"Ordine Piano"
2004-07-01,"Cina Taiwan",Taiwan,"Ordine di San Gregorio Magno"
2004-07-06,Paderborn,Germany,"Ordine di San Silvestro Papa"
2004-07-06,Loreto,Italy,"Ordine di San Silvestro Papa"
2004-07-06,Loreto,Italy,"Ordine di San Silvestro Papa"
2004-07-06,Paderborn,Germany,"Ordine di San Silvestro Papa"
2004-07-06,Loreto,Italy,"Ordine di San Silvestro Papa"
2004-07-08,Spagna,Spain,"Ordine di San Gregorio Magno"
2004-07-10,Austria,Austria,"Ordine di San Silvestro Papa"
2004-07-10,"San Marco Argentano-Scalea",Italy,"Ordine di San Silvestro Papa"
2004-07-10,Newark,"United States of America","Ordine di San Gregorio Magno"
2004-07-10,"San Marco Argentano-Scalea",Italy,"Ordine di San Silvestro Papa"
2004-07-10,"San Marco Argentano-Scalea",Italy,"Ordine di San Silvestro Papa"
2004-07-10,Brescia,Italy,"Ordine di San Silvestro Papa"
2004-07-10,Newark,"United States of America","Ordine di San Gregorio Magno"
2004-07-10,Milano,Italy,"Ordine di San Silvestro Papa"
2004-07-10,Austria,Austria,"Ordine di San Silvestro Papa"
2004-07-10,Sydney,Australia,"Ordine di San Gregorio Magno"
2004-07-10,Mercedes-Lujan,Argentina,"Ordine di San Gregorio Magno"
2004-07-13,Willemstad,Netherlands,"Ordine di San Silvestro Papa"
2004-07-13,Brindisi-Ostuni,Italy,"Ordine di San Silvestro Papa"
2004-07-13,Brindisi-Ostuni,Italy,"Ordine di San Silvestro Papa"
2004-07-13,"Russia Europea",Russia,"Ordine di San Gregorio Magno"
2004-07-13,Willemstad,Netherlands,"Ordine di San Silvestro Papa"
2004-07-13,Italia,Italy,"Ordine di San Gregorio Magno"
2004-07-13,"Santa Lucia",Argentina,"Ordine Piano"
2004-07-13,Brindisi-Ostuni,Italy,"Ordine di San Silvestro Papa"
2004-07-13,Italia,Italy,"Ordine Piano"
2004-07-13,Willemstad,Netherlands,"Ordine di San Silvestro Papa"
2004-07-13,Novara,Italy,"Ordine di San Silvestro Papa"
2004-07-16,Roma,Italy,"Ordine di San Gregorio Magno"
2004-07-16,Libano,Lebanon,"Ordine di San Gregorio Magno"
2004-07-16,"Port of Spain","Trinidad and Tobago","Ordine di San Gregorio Magno"
2004-07-16,Ecuador,Ecuador,"Ordine di San Gregorio Magno"
2004-07-17,Roma,Italy,"Ordine di San Silvestro Papa"
2004-07-17,Roma,Italy,"Ordine di San Gregorio Magno"
2004-07-17,Roma,Italy,"Ordine di San Silvestro Papa"
2004-07-20,Indonesia,Indonesia,"Ordine di San Gregorio Magno"
2004-07-23,Irlanda,Ireland,"Ordine di San Gregorio Magno"
2004-07-26,Evry-Corbeil-Essonnes,France,"Ordine di San Gregorio Magno"
2004-07-26,Roma,Italy,"Ordine di San Gregorio Magno"
2004-07-26,Brentwood,"United States of America","Ordine di San Gregorio Magno"
2004-07-26,Evry-Corbeil-Essonnes,France,"Ordine di San Gregorio Magno"
2004-07-26,Evry-Corbeil-Essonnes,France,"Ordine di San Gregorio Magno"
2004-07-26,Brescia,Italy,"Ordine di San Silvestro Papa"
2004-07-26,Carcassonne,France,"Ordine di San Gregorio Magno"
2004-07-26,"Hexham and Newcastle","United Kingdom","Ordine di San Gregorio Magno"
2004-07-26,Eichstatt,Germany,"Ordine di San Silvestro Papa"
2004-07-26,Eichstatt,Germany,"Ordine di San Silvestro Papa"
2004-07-26,Vercelli,Italy,"Ordine di San Silvestro Papa"
2004-07-26,"Campo Mourao",Brazil,"Ordine di San Gregorio Magno"
2004-07-27,Bamberg,Germany,"Ordine di San Silvestro Papa"
2004-07-27,Hobart,Australia,"Ordine di San Gregorio Magno"
2004-07-27,Roma,Italy,"Ordine di San Silvestro Papa"
2004-07-27,Roma,Italy,"Ordine di San Silvestro Papa"
2004-07-27,Canberra,Australia,"Ordine di San Gregorio Magno"
2004-07-27,"Bosnia ed Erzegovina","Bosnia and Herzegovina","Ordine di San Gregorio Magno"
2004-07-27,Roma,Italy,"Ordine di San Silvestro Papa"
2004-07-27,Minsk-Mohilev,Belarus,"Ordine di San Gregorio Magno"
2004-07-27,Lyon,France,"Ordine di San Gregorio Magno"
2004-08-02,Koln,Germany,"Ordine di San Silvestro Papa"
2004-08-02,Kalookan,Philippines,"Ordine di San Silvestro Papa"
2004-08-02,Austria,Austria,"Ordine di San Silvestro Papa"
2004-08-02,"Kildare and Leighlin",Ireland,"Ordine di San Gregorio Magno"
2004-08-02,"Port of Spain","Trinidad and Tobago","Ordine di San Gregorio Magno"
2004-08-02,"Freiburg im Breisgau",Germany,"Ordine di San Silvestro Papa"
2004-08-02,Koln,Germany,"Ordine di San Silvestro Papa"
2004-08-02,Foligno,Italy,"Ordine di San Silvestro Papa"
2004-08-02,Foligno,Italy,"Ordine di San Silvestro Papa"
2004-08-02,Kalookan,Philippines,"Ordine di San Silvestro Papa"
2004-08-02,"Damas dei Siri",Syria,"Ordine di San Gregorio Magno"
2004-08-09,Egitto,Egypt,"Ordine di San Gregorio Magno"
2004-08-10,Seoul,"South Korea","Ordine di San Gregorio Magno"
2004-08-10,"Pelplin gia Chelmno",Poland,"Ordine di San Silvestro Papa"
2004-08-10,"Sao Salvador da Bahia",Brazil,"Ordine di San Gregorio Magno"
2004-08-10,Koln,Germany,"Ordine di San Gregorio Magno"
2004-08-13,Asti,Italy,"Ordine di San Silvestro Papa"
2004-08-13,Asti,Italy,"Ordine di San Silvestro Papa"
2004-08-13,Asti,Italy,"Ordine di San Silvestro Papa"
2004-08-19,Paderborn,Germany,"Ordine di San Silvestro Papa"
2004-08-19,Tortona,Italy,"Ordine di San Silvestro Papa"
2004-08-19,Viseu,Portugal,"Ordine di San Gregorio Magno"
2004-08-19,Clifton,"United States of America","Ordine di San Gregorio Magno"
2004-08-23,Canada,Canada,"Ordine di San Gregorio Magno"
2004-08-25,Francia,France,"Ordine di San Gregorio Magno"
2004-08-25,Francia,France,"Ordine di San Gregorio Magno"
2004-08-31,Civitavecchia-Tarquinia,Italy,"Ordine di San Gregorio Magno"
2004-09-02,"Civita Castellana",Italy,"Ordine di San Gregorio Magno"
2004-09-04,Argentina,Argentina,"Ordine di San Gregorio Magno"
2004-09-04,"Kolomyia-Chernivtsi di R. Biz. Ucr.",Ukraine,"Ordine di San Gregorio Magno"
2004-09-04,"Kolomyia-Chernivtsi di R. Biz. Ucr.",Ukraine,"Ordine di San Gregorio Magno"
2004-09-04,"Kolomyia-Chernivtsi di R. Biz. Ucr.",Ukraine,"Ordine di San Gregorio Magno"
2004-09-04,"Kolomyia-Chernivtsi di R. Biz. Ucr.",Ukraine,"Ordine di San Gregorio Magno"
2004-09-04,"Kolomyia-Chernivtsi di R. Biz. Ucr.",Ukraine,"Ordine di San Gregorio Magno"
2004-09-09,Italia,Italy,"Ordine di San Gregorio Magno"
2004-09-10,"San Antonio","United States of America","Ordine di San Gregorio Magno"
2004-09-10,Malaga,Spain,"Ordine di San Silvestro Papa"
2004-09-10,"Trivandrum dei Siro-Malankaresi",India,"Ordine di San Gregorio Magno"
2004-09-10,Torino,Italy,"Ordine di San Gregorio Magno"
2004-09-10,"San Antonio","United States of America","Ordine di San Gregorio Magno"
2004-09-10,"San Antonio","United States of America","Ordine di San Gregorio Magno"
2004-09-10,"San Antonio","United States of America","Ordine di San Gregorio Magno"
2004-09-10,"Trivandrum dei Siro-Malankaresi",India,"Ordine di San Gregorio Magno"
2004-09-10,"San Antonio","United States of America","Ordine di San Gregorio Magno"
2004-09-10,Tiruvalla,India,"Ordine di San Gregorio Magno"
2004-09-11,Wien,Austria,"Ordine di San Silvestro Papa"
2004-09-11,Aosta,Italy,"Ordine di San Silvestro Papa"
2004-09-11,Wien,Austria,"Ordine di San Silvestro Papa"
2004-09-11,Aosta,Italy,"Ordine di San Silvestro Papa"
2004-09-11,Aosta,Italy,"Ordine di San Silvestro Papa"
2004-09-11,Wien,Austria,"Ordine di San Silvestro Papa"
2004-09-11,Wien,Austria,"Ordine di San Silvestro Papa"
2004-09-11,Portogallo,Portugal,"Ordine di San Silvestro Papa"
2004-09-11,Wien,Austria,"Ordine di San Silvestro Papa"
2004-09-11,Wien,Austria,"Ordine di San Silvestro Papa"
2004-09-11,Wien,Austria,"Ordine di San Silvestro Papa"
2004-09-11,Aosta,Italy,"Ordine di San Silvestro Papa"
2004-09-11,Wien,Austria,"Ordine di San Silvestro Papa"
2004-09-11,Wien,Austria,"Ordine di San Silvestro Papa"
2004-09-11,Wien,Austria,"Ordine di San Silvestro Papa"
2004-09-12,Blois,France,"Ordine di San Gregorio Magno"
2004-09-12,Annecy,France,"Ordine di San Gregorio Magno"
2004-09-12,"Lake Charles","United States of America","Ordine di San Gregorio Magno"
2004-09-12,"Lake Charles","United States of America","Ordine di San Silvestro Papa"
2004-09-12,"Lake Charles","United States of America","Ordine di San Gregorio Magno"
2004-09-12,Blois,France,"Ordine di San Gregorio Magno"
2004-09-12,"Lake Charles","United States of America","Ordine di San Silvestro Papa"
2004-09-12,’s-Hertogenbosch,Netherlands,"Ordine di San Silvestro Papa"
2004-09-12,"Lake Charles","United States of America","Ordine di San Gregorio Magno"
2004-09-12,Blois,France,"Ordine di San Gregorio Magno"
2004-09-12,Salzburg,Austria,"Ordine di San Silvestro Papa"
2004-09-12,Salzburg,Austria,"Ordine di San Silvestro Papa"
2004-09-12,Salzburg,Austria,"Ordine di San Silvestro Papa"
2004-09-12,"Lake Charles","United States of America","Ordine di San Gregorio Magno"
2004-09-20,"Freiburg im Breisgau",Germany,"Ordine di San Gregorio Magno"
2004-09-22,Eisenstadt,Austria,"Ordine di San Silvestro Papa"
2004-09-22,Trento,Italy,"Ordine di San Silvestro Papa"
2004-09-22,Albenga-Imperia,Italy,"Ordine di San Silvestro Papa"
2004-09-22,Castellaneta,Italy,"Ordine di San Silvestro Papa"
2004-09-22,Eisenstadt,Austria,"Ordine di San Silvestro Papa"
2004-09-24,Roma,Italy,"Ordine di San Silvestro Papa"
2004-09-24,L’Aquila,Italy,"Ordine di San Silvestro Papa"
2004-09-24,L’Aquila,Italy,"Ordine di San Silvestro Papa"
2004-09-24,L’Aquila,Italy,"Ordine di San Silvestro Papa"
2004-09-24,Brescia,Italy,"Ordine di San Silvestro Papa"
2004-09-24,Velletri-Segni,Italy,"Ordine di San Silvestro Papa"
2004-09-24,Cosenza-Bisignano,Italy,"Ordine di San Silvestro Papa"
2004-09-28,Vigevano,Italy,"Ordine di San Silvestro Papa"
2004-09-28,Orihuela-Alicante,Spain,"Ordine di San Silvestro Papa"
2004-09-28,Pittsburgh,"United States of America","Ordine di San Gregorio Magno"
2004-09-28,Paderborn,Germany,"Ordine di San Silvestro Papa"
2004-09-28,Pittsburgh,"United States of America","Ordine di San Gregorio Magno"
2004-09-28,Vigevano,Italy,"Ordine di San Silvestro Papa"
2004-09-28,Pittsburgh,"United States of America","Ordine di San Gregorio Magno"
2004-09-28,Pittsburgh,"United States of America","Ordine di San Gregorio Magno"
2004-09-30,Cile,Chile,"Ordine di San Gregorio Magno"
2004-09-30,Cile,Chile,"Ordine di San Gregorio Magno"
2004-09-30,Cile,Chile,"Ordine di San Gregorio Magno"
2004-09-30,Cile,Chile,"Ordine di San Gregorio Magno"
2004-09-30,Volterra,Italy,"Ordine di San Silvestro Papa"
2004-09-30,Volterra,Italy,"Ordine di San Silvestro Papa"
2004-09-30,Cile,Chile,"Ordine di San Gregorio Magno"
2004-09-30,Cile,Chile,"Ordine di San Gregorio Magno"
2004-09-30,Cile,Chile,"Ordine di San Gregorio Magno"
2004-09-30,Cile,Chile,"Ordine di San Gregorio Magno"
2004-09-30,Volterra,Italy,"Ordine di San Gregorio Magno"
2004-10-01,Haarlem,Netherlands,"Ordine di San Silvestro Papa"
2004-10-01,Haarlem,Netherlands,"Ordine di San Gregorio Magno"
2004-10-01,Nashville,"United States of America","Ordine di San Gregorio Magno"
2004-10-01,Trier,Germany,"Ordine di San Silvestro Papa"
2004-10-01,Nashville,"United States of America","Ordine di San Gregorio Magno"
2004-10-01,Trier,Germany,"Ordine di San Gregorio Magno"
2004-10-01,Southwark,"United Kingdom","Ordine di San Gregorio Magno"
2004-10-01,Haarlem,Netherlands,"Ordine di San Silvestro Papa"
2004-10-08,Innsbruck,Austria,"Ordine di San Gregorio Magno"
2004-10-12,Ecuador,Ecuador,"Ordine di San Gregorio Magno"
2004-10-12,Venezuela,Venezuela,"Ordine di San Gregorio Magno"
2004-10-13,"San Paolo Fuori le Mura",Italy,"Ordine di San Silvestro Papa"
2004-10-16,Sudan,Sudan,"Ordine di San Gregorio Magno"
2004-10-16,Niger,Niger,"Ordine di San Gregorio Magno"
2004-10-16,Nashville,"United States of America","Ordine di San Gregorio Magno"
2004-10-16,Finlandia,Finland,"Ordine di San Gregorio Magno"
2004-10-16,Angola,Angola,"Ordine Piano"
2004-10-16,Djibouti,Djibouti,"Ordine di San Gregorio Magno"
2004-10-16,Grecia,Greece,"Ordine Piano"
2004-10-16,Uruguay,Uruguay,"Ordine Piano"
2004-10-16,"Serbia e Montenegro","Serbia and Montenegro","Ordine Piano"
2004-10-16,Gabon,Gabon,"Ordine Piano"
2004-10-16,Giordania,Jordan,"Ordine di San Gregorio Magno"
2004-10-16,Svezia,Sweden,"Ordine di San Gregorio Magno"
2004-10-16,Germania,Germany,"Ordine Piano"
2004-10-16,Polonia,Poland,"Ordine Piano"
2004-10-16,Islanda,Iceland,"Ordine di San Gregorio Magno"
2004-10-16,Macedonia,Macedonia,"Ordine Piano"
2004-10-16,Slovenia,Slovenia,"Ordine Piano"
2004-10-16,Ecuador,Ecuador,"Ordine Piano"
2004-10-16,Romania,Romania,"Ordine Piano"
2004-10-16,Marocco,Marocco,"Ordine Piano"
2004-10-16,Maurizio,Mauritius,"Ordine di San Gregorio Magno"
2004-10-16,Francia,France,"Ordine Piano"
2004-10-16,Lesotho,Lesotho,"Ordine di San Gregorio Magno"
2004-10-16,Bangladesh,Bangladesh,"Ordine di San Gregorio Magno"
2004-10-16,Bulgaria,Bulgaria,"Ordine Piano"
2004-10-16,Bielorussia,Belarus,"Ordine di San Gregorio Magno"
2004-10-16,Albania,Albania,"Ordine Piano"
2004-10-21,Avezzano,Italy,"Ordine di San Silvestro Papa"
2004-10-23,Austria,Austria,"Ordine di San Gregorio Magno"
2004-10-25,Italia,Italy,"Ordine di San Gregorio Magno"
2004-10-25,Anagni-Alatri,Italy,"Ordine di San Silvestro Papa"
2004-10-25,"Alessandria dei Copti - Patriarcato",Italy,"Ordine di San Gregorio Magno"
2004-10-26,Roma,Italy,"Ordine di San Gregorio Magno"
2004-11-03,Denver,"United States of America","Ordine di San Gregorio Magno"
2004-11-03,Torino,Italy,"Ordine di San Gregorio Magno"
2004-11-03,Denver,"United States of America","Ordine di San Gregorio Magno"
2004-11-03,Denver,"United States of America","Ordine di San Gregorio Magno"
2004-11-03,Denver,"United States of America","Ordine di San Gregorio Magno"
2004-11-03,Denver,"United States of America","Ordine di San Gregorio Magno"
2004-11-03,Torino,Italy,"Ordine di San Gregorio Magno"
2004-11-03,Denver,"United States of America","Ordine di San Gregorio Magno"
2004-11-03,Denver,"United States of America","Ordine di San Gregorio Magno"
2004-11-03,Denver,"United States of America","Ordine di San Gregorio Magno"
2004-11-03,Denver,"United States of America","Ordine di San Gregorio Magno"
2004-11-03,Denver,"United States of America","Ordine di San Gregorio Magno"
2004-11-06,"Hradec Kralove","Czech Republic","Ordine di San Silvestro Papa"
2004-11-06,"Hradec Kralove","Czech Republic","Ordine di San Gregorio Magno"
2004-11-06,Paris,France,"Ordine di San Gregorio Magno"
2004-11-09,Graz-Seckau,Austria,"Ordine di San Silvestro Papa"
2004-11-09,Bordeaux,France,"Ordine di San Gregorio Magno"
2004-11-09,Roma,Italy,"Ordine di San Silvestro Papa"
2004-11-09,Roma,Italy,"Ordine di San Gregorio Magno"
2004-11-09,"Assisi-Nocera Umbra-Gualdo Tadino",Italy,"Ordine di San Silvestro Papa"
2004-11-09,Roma,Italy,"Ordine di San Silvestro Papa"
2004-11-09,Poitiers,France,"Ordine di San Gregorio Magno"
2004-11-10,Caracas,Venezuela,"Ordine di San Gregorio Magno"
2004-11-10,Italia,Italy,"Ordine di San Gregorio Magno"
2004-11-10,Caracas,Venezuela,"Ordine di San Gregorio Magno"
2004-11-21,Perigueux,France,"Ordine di San Gregorio Magno"
2004-11-21,Blois,France,"Ordine di San Gregorio Magno"
2004-11-21,Treviso,Italy,"Ordine di San Silvestro Papa"
2004-11-21,Roma,Italy,"Ordine di San Gregorio Magno"
2004-11-21,Vicenza,Italy,"Ordine di San Gregorio Magno"
2004-11-25,"Civita Castellana",Italy,"Ordine di San Silvestro Papa"
2004-12-02,"Sabina-Poggio Mirteto",Italy,"Ordine di San Silvestro Papa"
2004-12-02,Orvieto-Todi,Italy,"Ordine di San Silvestro Papa"
2004-12-05,Brasile,Brazil,"Ordine di San Gregorio Magno"
2004-12-08,Graz-Seckau,Austria,"Ordine di San Silvestro Papa"
2004-12-11,Manfredonia-Vieste,Italy,"Ordine di San Gregorio Magno"
2004-12-11,Manfredonia-Vieste,Italy,"Ordine di San Gregorio Magno"
2004-12-11,Manfredonia-Vieste,Italy,"Ordine di San Gregorio Magno"
2004-12-20,Bologna,Italy,"Ordine di San Silvestro Papa"
2004-12-20,Bologna,Italy,"Ordine di San Silvestro Papa"
2004-12-20,Imola,Italy,"Ordine di San Silvestro Papa"
2004-12-20,Udine,Italy,"Ordine di San Silvestro Papa"
2004-12-20,Udine,Italy,"Ordine di San Silvestro Papa"
2004-12-21,Roma,Italy,"Ordine di San Silvestro Papa"
2004-12-21,Imola,Italy,"Ordine di San Silvestro Papa"
2004-12-21,Paderborn,Germany,"Ordine di San Silvestro Papa"
2004-12-22,Mechelen-Brussel,Belgium,"Ordine di San Gregorio Magno"
2004-12-22,Mechelen-Brussel,Belgium,"Ordine di San Gregorio Magno"
2004-12-23,Concordia-Pordenone,Italy,"Ordine di San Silvestro Papa"
2004-12-23,Concordia-Pordenone,Italy,"Ordine di San Silvestro Papa"
2004-12-23,Concordia-Pordenone,Italy,"Ordine di San Silvestro Papa"
2004-12-23,Concordia-Pordenone,Italy,"Ordine di San Silvestro Papa"
2004-12-23,Concordia-Pordenone,Italy,"Ordine di San Silvestro Papa"
2004-12-30,Nantes,France,"Ordine di San Gregorio Magno"
2004-12-30,"Sainte-Croix-de-Paris degli Armeni",France,"Ordine di San Gregorio Magno"
2004-12-30,"Munchen und Freising",Germany,"Ordine di San Gregorio Magno"
2004-12-30,Innsbruck,Austria,"Ordine di San Silvestro Papa"
2004-12-30,Nantes,France,"Ordine di San Gregorio Magno"
2004-12-30,"Sainte-Croix-de-Paris degli Armeni",France,"Ordine di San Gregorio Magno"
2004-12-30,"Sainte-Croix-de-Paris degli Armeni",France,"Ordine di San Gregorio Magno"
2004-12-30,Grenoble,France,"Ordine di San Gregorio Magno"
2005-01-05,"Repubblica Dominicana","Dominican Republic","Ordine di San Gregorio Magno"
2005-01-07,"Sabina-Poggio Mirteto",Italy,"Ordine di San Silvestro Papa"
2005-01-07,Patti,Italy,"Ordine di San Gregorio Magno"
2005-01-07,Patti,Italy,"Ordine di San Gregorio Magno"
2005-01-07,Patti,Italy,"Ordine di San Gregorio Magno"
2005-01-07,Patti,Italy,"Ordine di San Gregorio Magno"
2005-01-07,Gorlitz,Germany,"Ordine di San Silvestro Papa"
2005-01-08,Velletri-Segni,Italy,"Ordine di San Silvestro Papa"
2005-01-08,Eisenstadt,Austria,"Ordine di San Gregorio Magno"
2005-01-19,"Cilicia degli Armeni",Lebanon,"Ordine di San Gregorio Magno"
2005-01-19,"Cilicia degli Armeni",Lebanon,"Ordine di San Gregorio Magno"
2005-01-19,Italia,Italy,"Ordine di San Gregorio Magno"
2005-01-21,Italia-Ord.militare,Italy,"Ordine di San Silvestro Papa"
2005-01-25,Italia,Italy,"Ordine di San Silvestro Papa"
2005-01-26,Roma,Italy,"Ordine di San Silvestro Papa"
2005-01-26,Roma,Italy,"Ordine di San Silvestro Papa"
2005-01-26,Roma,Italy,"Ordine di San Silvestro Papa"
2005-01-26,Nola,Italy,"Ordine di San Silvestro Papa"
2005-01-28,Roma,Italy,"Ordine di San Gregorio Magno"
2005-01-28,Roma,Italy,"Ordine di San Gregorio Magno"
2005-01-28,Roma,Italy,"Ordine di San Gregorio Magno"
2005-01-31,"Cina Taiwan",Taiwan,"Ordine di San Gregorio Magno"
2005-02-02,Bologna,Italy,"Ordine di San Silvestro Papa"
2005-02-02,Taranto,Italy,"Ordine di San Silvestro Papa"
2005-02-02,Bologna,Italy,"Ordine di San Silvestro Papa"
2005-02-02,Wien,Austria,"Ordine di San Silvestro Papa"
2005-02-02,Modena-Nonantola,Italy,"Ordine di San Silvestro Papa"
2005-02-02,Salzburg,Austria,"Ordine di San Silvestro Papa"
2005-02-02,Imola,Italy,"Ordine di San Gregorio Magno"
2005-02-02,Wien,Austria,"Ordine di San Silvestro Papa"
2005-02-02,Bologna,Italy,"Ordine di San Silvestro Papa"
2005-02-02,Breda,Netherlands,"Ordine di San Gregorio Magno"
2005-02-02,Wien,Austria,"Ordine di San Silvestro Papa"
2005-02-05,Roma,Italy,"Ordine di San Silvestro Papa"
2005-02-05,Roma,Italy,"Ordine di San Silvestro Papa"
2005-02-05,Roma,Italy,"Ordine di San Silvestro Papa"
2005-02-05,Peru,Peru,"Ordine di San Gregorio Magno"
2005-02-05,Roma,Italy,"Ordine di San Silvestro Papa"
2005-02-09,Roma,Italy,"Ordine di San Gregorio Magno"
2005-02-09,Roma,Italy,"Ordine di San Gregorio Magno"
2005-02-09,Roma,Italy,"Ordine di San Gregorio Magno"
2005-02-09,Roma,Italy,"Ordine di San Silvestro Papa"
2005-02-11,Francia,France,"Ordine di San Gregorio Magno"
2005-02-14,Chieti-Vasto,Italy,"Ordine di San Gregorio Magno"
2005-02-14,Vercelli,Italy,"Ordine di San Silvestro Papa"
2005-02-14,Italia,Italy,"Ordine di San Gregorio Magno"
2005-02-14,Italia,Italy,"Ordine di San Gregorio Magno"
2005-02-14,Roma,Italy,"Ordine di San Gregorio Magno"
2005-02-14,Koln,Germany,"Ordine di San Silvestro Papa"
2005-02-14,Vercelli,Italy,"Ordine di San Silvestro Papa"
2005-02-15,Lyon,France,"Ordine di San Gregorio Magno"
2005-02-15,"Tarbes et Lourdes",France,"Ordine di San Gregorio Magno"
2005-02-15,"Tarbes et Lourdes",France,"Ordine di San Gregorio Magno"
2005-02-16,"Santiago de Chile",Chile,"Ordine Piano"
2005-02-18,Westminster,"United Kingdom","Ordine di San Silvestro Papa"
2005-02-22,Italia-Ord.militare,Italy,"Ordine di San Silvestro Papa"
2005-02-22,"Italia-Ord. militare",Italy,"Ordine di San Silvestro Papa"
2005-02-22,"San Sebastian",Spain,"Ordine di San Silvestro Papa"
2005-02-22,Roma,Italy,"Ordine di San Gregorio Magno"
2005-02-22,Roma,Italy,"Ordine di San Gregorio Magno"
2005-02-22,Italia-Ord.militare,Italy,"Ordine di San Gregorio Magno"
2005-02-22,"Italia-Ord. militare",Italy,"Ordine di San Gregorio Magno"
2005-02-22,Italia-Ord.militare,Italy,"Ordine di San Gregorio Magno"
2005-02-22,"Italia-Ord. militare",Italy,"Ordine di San Gregorio Magno"
2005-02-22,"Porto-Santa Rufina",Italy,"Ordine di San Silvestro Papa"
2005-02-22,"San Sebastian",Spain,"Ordine di San Silvestro Papa"
2005-02-22,Brescia,Italy,"Ordine di San Silvestro Papa"
2005-02-22,Italia-Ord.militare,Italy,"Ordine di San Silvestro Papa"
2005-02-22,"Italia-Ord. militare",Italy,"Ordine di San Silvestro Papa"
2005-02-22,Monaco,Monaco,"Ordine di San Silvestro Papa"
2005-02-22,Brescia,Italy,"Ordine di San Silvestro Papa"
2005-02-22,Italia-Ord.militare,Italy,"Ordine di San Gregorio Magno"
2005-02-22,"Italia-Ord. militare",Italy,"Ordine di San Gregorio Magno"
2005-02-22,Velletri-Segni,Italy,"Ordine di San Silvestro Papa"
2005-02-22,Italia-Ord.militare,Italy,"Ordine di San Gregorio Magno"
2005-02-22,"Italia-Ord. militare",Italy,"Ordine di San Gregorio Magno"
2005-02-22,Italia-Ord.militare,Italy,"Ordine di San Gregorio Magno"
2005-02-22,"Italia-Ord. militare",Italy,"Ordine di San Gregorio Magno"
2005-02-22,Italia,Italy,"Ordine di San Gregorio Magno"
2005-02-22,"San Sebastian",Spain,"Ordine di San Silvestro Papa"
2005-02-22,"San Sebastian",Spain,"Ordine di San Silvestro Papa"
2005-02-22,Italia-Ord.militare,Italy,"Ordine di San Silvestro Papa"
2005-02-22,"Italia-Ord. militare",Italy,"Ordine di San Silvestro Papa"
2005-02-22,Italia-Ord.militare,Italy,"Ordine di San Silvestro Papa"
2005-02-22,"Italia-Ord. militare",Italy,"Ordine di San Silvestro Papa"
2005-02-22,"San Sebastian",Spain,"Ordine di San Silvestro Papa"
2005-02-22,Italia-Ord.militare,Italy,"Ordine di San Gregorio Magno"
2005-02-22,"Italia-Ord. militare",Italy,"Ordine di San Gregorio Magno"
2005-02-22,Italia,Italy,"Ordine di San Gregorio Magno"
2005-02-22,"Montego Bay",Jamaica,"Ordine di San Gregorio Magno"
2005-02-22,Wurzburg,Germany,"Ordine di San Silvestro Papa"
2005-02-23,Uruguay,Uruguay,"Ordine di San Gregorio Magno"
2005-03-10,Cloyne,Ireland,"Ordine di San Gregorio Magno"
2005-03-10,Florianopolis,Brazil,"Ordine di San Gregorio Magno"
